Id	NEAR_X	NEAR_Y
412	35.805	29.297
413	35.7475	31.3615
414	21.4832	24.5815
415	33.7897	26.1716
416	24.5483	29.1031
417	29.1152	24.9407
418	28.3693	27.6075
419	17.0501	32.5133
420	25.9431	36.5222
421	24.2494	22.102
422	35.9381	22.0747
423	26.8191	32.9867
424	28.3518	21.7226
425	30.9402	29.0284
426	36.4193	32.9432
427	45.1786	21.7705
428	29.8916	24.6667
429	35.7738	34.1092
430	33.7702	26.1133
431	26.2742	19.8516
432	38.5475	32.5411
433	28.6957	34.6676
434	33.7546	34.8763
435	21.8823	26.4308
436	30.9772	31.7771
437	34.7862	24.9568
438	30.636	41.0268
439	33.4596	34.3528
440	29.9041	33.8381
441	39.0199	30.5332
442	36.1199	25.6243
443	32.9505	34.5211
444	26.24	35.4906
445	26.6238	25.9738
446	29.994	39.6599
447	31.5458	34.6789
448	26.341	30.3875
449	24.1172	27.1445
450	34.1782	29.808
451	37.2565	28.9879
452	29.0103	36.3834
453	26.7569	22.4012
454	36.5064	32.0709
455	19.174	30.2226
456	27.9811	38.7242
457	26.355	27.0962
458	25.448	24.7297
459	26.4975	22.8204
460	24.844	21.9671
461	22.5136	22.2016
462	27.3942	26.5816
463	23.8676	32.3914
464	29.7596	27.8401
465	27.6801	37.9644
466	31.1991	32.3769
467	17.0698	26.7313
468	19.145	27.869
469	31.8666	26.6285
470	32.593	24.8863
471	32.879	22.232
472	28.6916	32.099
473	32.6796	29.3637
474	39.6986	27.9279
475	27.745	16.2025
476	38.8447	28.155
477	24.1199	36.6045
478	36.1775	30.5416
479	22.8254	32.0949
480	26.893	24.1461
481	35.2169	19.337
482	32.8358	32.2968
483	40.2551	31.6259
484	19.7078	25.8194
485	30.3233	31.7778
486	34.9041	20.2016
487	28.3503	34.8493
488	37.7198	39.3051
489	28.0489	35.488
490	38.5586	35.9903
491	33.6184	34.139
492	26.0506	22.7638
493	34.9142	28.2647
494	29.8593	27.1064
495	28.0355	31.1637
496	24.8907	30.3425
497	31.2303	29.6132
498	26.2819	33.9331
499	39.3632	26.9938
500	36.1723	34.4463
501	16.7337	26.194
502	26.8208	33.9089
503	30.9424	32.372
504	33.1814	25.5054
505	26.2673	23.8856
506	29.1486	29.4045
507	30.856	26.3635
508	34.5326	34.5856
509	37.7326	33.5565
510	30.9276	33.3621
511	33.0488	26.7409
512	36.4469	38.5926
513	39.8848	30.1761
514	31.6214	32.0818
515	29.9873	33.0964
516	29.3941	29.0311
517	38.7949	30.8236
518	30.3351	34.4101
519	30.7517	31.4581
520	29.6822	23.8979
521	29.8451	24.3156
522	31.0508	24.0928
523	34.5835	33.7462
524	31.4021	29.4993
525	32.0815	20.175
526	24.5159	29.2563
527	31.7263	29.603
528	24.9769	30.6672
529	27.7315	24.657
530	31.6475	28.9501
531	35.9824	33.3277
532	33.6734	31.6083
533	25.7741	25.3219
534	22.6442	44.3951
535	24.6028	28.9508
536	28.1981	28.5945
537	27.0797	20.6583
538	25.009	23.0467
539	29.3661	26.579
540	26.5641	31.0794
541	27.0861	34.6605
542	28.0691	31.1258
543	23.3735	33.2844
544	27.9741	32.0438
545	31.65	29.1328
546	31.0872	28.0735
547	36.7305	34.6714
548	32.4125	24.0993
549	24.5035	26.6807
550	28.775	32.2401
551	25.5173	35.8854
552	30.018	19.9361
553	27.6234	17.0741
554	26.2414	27.2544
555	26.9479	28.3737
556	28.0295	27.0313
557	37.5125	36.0745
558	24.2908	36.2695
559	21.8932	25.9269
560	37.626	18.8022
561	32.8739	23.7325
562	29.28	29.099
563	38.486	25.947
564	29.6549	33.1351
565	28.7411	25.8897
566	29.704	30.4676
567	34.4203	25.2847
568	27.7543	31.6147
569	29.1642	29.0736
570	29.915	26.5208
571	26.0015	32.2037
572	24.5245	35.8269
573	31.0865	23.6173
574	31.4151	30.8364
575	33.8108	35.7942
576	28.1679	26.4612
577	26.9701	25.0946
578	26.2678	31.4225
579	30.0763	27.5432
580	26.3087	31.7394
581	27.492	24.7992
582	29.2416	28.6775
583	24.6498	34.1359
584	34.2301	30.2045
585	30.6552	32.6365
586	29.8454	34.4565
587	38.28	30.4025
588	32.2013	34.3673
589	28.3098	24.3585
590	34.53	22.1562
591	38.9442	34.3522
592	30.9385	30.2555
593	38.7568	25.2689
594	24.199	27.0093
595	28.691	24.9677
596	30.7693	30.6797
597	25.9307	38.0153
598	23.0396	23.6164
599	31.8806	28.9626
600	77.0016	17.3091
601	69.1121	20.7766
602	66.1852	25.2552
603	72.0111	21.5696
604	76.2334	18.2134
605	76.9625	14.0903
606	63.8124	25.7759
607	74.5056	14.2806
608	72.1075	15.1071
609	70.8873	16.1335
610	69.4425	17.208
611	76.4872	14.934
612	59.7778	22.4443
613	67.7266	25.602
614	65.5546	24.9416
615	80.1753	16.5816
616	75.3215	14.2533
617	65.9153	20.8968
618	74.4539	16.9077
619	72.0495	18.0565
620	63.8824	24.1984
621	76.2288	18.0965
622	70.7966	21.5707
623	66.4966	23.1407
624	62.0373	24.9508
625	66.7523	24.8993
626	75.3404	14.5588
627	61.1788	21.5813
628	72.0637	12.6205
629	76.143	17.3965
630	59.7532	26.9339
631	71.8766	16.9311
632	78.0489	18.311
633	76.9849	12.9433
634	76.3648	12.8942
635	69.2522	18.6662
636	66.417	24.845
637	66.4685	24.2384
638	65.0512	25.3458
639	79.6517	16.8388
640	77.1155	14.9431
641	66.8437	23.7118
642	69.5111	26.2685
643	75.8582	14.1774
644	66.2083	23.6621
645	63.2123	25.369
646	72.6253	15.7065
647	66.9997	23.2223
648	73.4307	17.9058
649	78.1085	18.4524
650	62.5076	23.0871
651	76.6834	14.3124
652	62.4279	22.6201
653	74.1826	20.8202
654	76.2816	17.8685
655	66.391	24.5144
656	70.0871	22.1192
657	68.7502	22.389
658	59.5986	21.5568
659	79.5525	18.6998
660	80.1566	14.9446
661	76.8949	15.9417
662	76.2318	14.4027
663	73.9161	15.612
664	61.4432	25.1336
665	70.6268	17.428
666	61.8223	24.3272
667	57.842	22.6999
668	72.472	24.0308
669	74.3292	18.0617
670	66.1519	26.211
671	72.4192	18.9526
672	77.9439	18.345
673	59.0056	21.6841
674	77.8907	17.7724
675	65.6958	18.3961
676	68.5801	25.2634
677	66.5951	22.2946
678	75.2629	13.6745
679	57.3735	20.5307
680	63.9089	22.6897
681	71.4359	13.6937
682	61.6245	20.2112
683	67.1527	25.1821
684	63.0375	20.51
685	78.3093	17.9866
686	75.7456	16.4067
687	76.8115	13.9958
688	59.6543	25.7183
689	76.4259	14.2469
690	77.1287	17.9085
691	74.9179	16.3127
692	76.9309	16.2724
693	74.7576	14.7502
694	60.6929	21.2232
695	69.3163	18.7447
696	70.929	25.0894
697	68.6535	24.2628
698	80.3486	17.8485
699	70.402	18.8834
700	74.6499	15.734
701	72.2555	17.1945
702	61.6851	20.5528
703	65.1705	22.8996
704	75.4116	15.5263
705	73.066	14.2197
706	67.0664	22.5028
707	62.0576	21.3901
708	66.2971	23.213
709	58.8806	26.665
710	67.7237	24.0755
711	63.7735	22.0423
712	77.1667	16.3285
713	74.6299	14.8467
714	69.2433	25.0985
715	79.7028	14.0742
716	76.2421	14.6772
717	71.1439	21.1388
718	62.8934	23.3655
719	68.6281	21.078
720	70.3852	18.7505
721	69.3719	24.7923
722	70.9613	17.1643
723	64.2999	21.7696
724	68.218	20.8897
725	78.0994	13.6466
726	65.7209	24.1013
727	79.1823	16.6115
728	63.9622	25.1104
729	71.4876	18.4496
730	78.7598	15.1028
731	71.7192	16.6564
732	63.745	24.4792
733	64.4531	23.9276
734	72.6744	14.3656
735	73.4095	14.2006
736	63.3159	21.4525
737	69.5486	16.3499
738	66.8235	21.6445
739	71.3072	20.7311
740	70.683	19.0609
741	66.5791	25.1195
742	67.4476	22.5146
743	70.9133	19.8157
744	78.1743	12.1011
745	60.8506	24.9326
746	64.8392	24.9547
747	66.3173	25.6924
748	66.552	22.9607
749	78.2635	16.6905
750	70.2505	20.7564
751	67.6248	20.5942
752	70.9403	25.3293
753	71.4706	20.3266
754	69.2785	24.819
755	76.3703	14.4275
756	71.9514	18.3027
757	77.1705	13.301
758	65.2102	25.1955
759	63.1547	24.4073
760	70.2315	19.3688
761	79.3558	17.6085
762	76.7038	19.5544
763	69.8922	23.5305
764	61.6299	24.5487
765	62.0791	22.3664
766	66.8433	22.0202
767	69.0133	22.0667
768	66.5239	23.9936
769	64.0457	27.2856
770	70.2139	18.5138
771	74.2883	16.7352
772	76.5102	16.6912
773	74.3301	14.9988
774	72.9129	20.9106
775	72.6987	13.8837
776	73.0194	20.0951
777	73.0077	16.5603
778	78.3857	16.6733
779	63.921	23.2176
780	62.2779	22.5078
781	79.0651	13.551
782	75.7246	15.5313
783	62.8082	26.7043
784	70.0286	20.7955
785	77.2172	17.5505
786	74.9181	12.8982
787	72.8596	15.1188
788	63.5969	24.5969
789	78.9714	19.0283
790	63.6582	23.4769
791	70.2342	23.2528
792	67.6355	26.5499
793	71.2593	23.4559
794	79.6496	16.1929
795	65.3406	23.5918
796	68.7551	24.0531
797	59.5268	23.8451
798	75.7227	17.2751
799	71.8777	20.3788
800	70.1957	19.4013
801	68.0785	22.3966
802	77.9427	15.081
803	74.6828	18.6828
804	76.2473	15.8997
805	78.0321	19.5531
806	80.3699	17.3362
807	69.9132	16.18
808	80.1412	19.165
809	69.5123	21.8629
810	63.2443	23.5454
811	82.9011	16.1818
812	59.318	19.9819
813	78.3644	22.5247
814	66.1453	19.5458
815	75.7385	15.579
816	63.4112	24.5454
817	66.4201	27.2541
818	72.7504	13.9598
819	66.148	21.8314
820	75.6917	15.0936
821	73.8238	16.9231
822	66.4911	25.8262
823	64.8276	21.2162
824	65.9875	24.6314
825	72.8216	15.9789
826	61.6519	24.6899
827	72.5162	19.1984
828	69.5146	27.0302
829	64.8434	24.2051
830	64.5683	25.6346
831	69.9348	18.5896
832	66.544	21.0393
833	64.4216	27.3461
834	79.3572	16.48
835	76.3487	16.4989
836	58.9673	21.2856
837	72.5038	19.6296
838	71.4171	20.7763
839	73.6734	19.2208
840	73.8758	15.5679
841	71.2191	22.5438
842	75.8027	13.5567
843	76.2598	13.116
844	60.4995	21.7933
845	80.5759	18.2079
846	80.6857	17.1586
847	75.9292	10.8922
848	67.401	18.9143
849	70.6244	21.3583
850	66.3049	21.8638
851	69.7327	18.3899
852	61.1827	23.9611
853	74.5857	15.4183
854	59.5593	22.8214
855	67.2395	18.8196
856	64.0378	25.973
857	78.5952	16.2144
858	73.2101	16.2945
859	79.0273	15.9457
860	64.6574	23.2693
861	77.1986	16.3365
862	68.1828	24.3717
863	79.4953	16.1589
864	67.0881	22.7046
865	63.9376	23.4158
866	66.0579	25.4818
867	73.5102	17.5926
868	65.1219	20.807
869	76.748	15.2391
870	74.6071	20.2161
871	73.8177	14.8447
872	69.4768	24.1758
873	71.2508	15.5695
874	65.061	22.2445
875	73.45	14.9296
876	72.1387	19.8313
877	61.3348	21.9947
878	79.6275	16.6612
879	63.4632	26.7789
880	72.9636	17.0184
881	74.8226	13.1564
882	70.8156	20.3236
883	83.8236	17.7642
884	85.0739	21.527
885	69.7051	23.3649
886	66.2731	23.7411
887	73.7025	16.2715
888	67.0111	25.9634
889	74.5395	23.2439
890	71.7592	18.7842
891	65.2093	24.963
892	65.3713	25.7784
893	76.8675	16.1329
894	62.1078	25.2467
895	73.751	15.2152
896	73.526	18.6648
897	77.8686	16.3186
898	63.7043	23.3553
899	69.9572	15.6218
900	70.4053	19.0391
901	63.428	18.0398
902	73.5499	14.6452
903	77.2157	17.626
904	58.2509	20.2219
905	70.9735	15.522
906	69.4344	21.2132
907	73.4817	19.2996
908	65.863	24.9456
909	74.5988	12.6556
910	78.8996	16.7493
911	63.8505	25.6093
912	76.0858	16.5793
913	65.3174	25.0043
914	80.2634	20.575
915	74.7094	12.9082
916	76.8174	15.8718
917	71.3127	19.2027
918	61.2941	24.2835
919	72.0697	13.8085
920	61.3266	22.6294
921	67.0543	22.4621
922	70.2628	21.5931
923	80.5886	15.5248
924	62.2249	20.4165
925	76.3756	16.237
926	73.6119	15.826
927	63.476	26.9784
928	69.2125	22.7947
929	78.9226	18.532
930	69.0706	15.3135
931	57.5482	22.6865
932	67.4049	20.7444
933	68.0064	23.0857
934	67.787	24.9069
935	69.0992	23.6489
936	73.1433	15.4348
937	73.3122	15.0382
938	63.4265	24.313
939	72.5647	15.621
940	63.8472	23.0252
941	67.0662	24.9519
942	61.334	25.1127
943	70.0049	23.4258
944	60.4156	21.8815
945	67.1898	25.1251
946	65.2245	20.538
947	78.4667	17.5884
948	68.7033	24.7525
949	71.832	21.5294
950	67.6258	22.9441
951	65.094	27.0913
952	72.1953	18.6277
953	67.7984	24.4096
954	72.9999	15.9971
955	68.2793	21.8049
956	80.6382	18.8757
957	79.4735	18.4199
958	80.9197	17.3785
959	71.2838	15.8292
960	62.227	26.9064
961	69.8032	24.7982
962	68.9418	17.357
963	73.1313	18.7226
964	72.6301	15.9941
965	75.3533	13.3254
966	65.3498	23.1794
967	63.1194	22.9682
968	81.2501	17.0575
969	67.6544	22.356
970	77.5107	14.7981
971	73.1146	17.465
972	70.1934	19.1187
973	74.3518	13.8497
974	78.4541	17.8088
975	70.8495	17.4909
976	79.0504	17.7442
977	62.7612	24.8775
978	69.6758	17.5834
979	68.1957	21.5891
980	69.7587	20.9685
981	57.6774	24.8651
982	63.351	22.9054
983	64.9294	25.0587
984	67.5349	21.4485
985	73.2262	16.8411
986	79.1204	16.9858
987	72.4297	15.7993
988	79.7254	19.0745
989	58.5105	22.7088
990	63.5806	25.4577
991	72.3663	16.925
992	73.1526	19.3163
993	67.3958	22.6392
994	75.3058	14.5952
995	62.9275	22.1712
996	65.0146	24.9422
997	74.4405	15.1563
998	69.904	16.5851
999	68.5242	22.6313
1000	75.8159	13.8596
1001	73.2138	17.815
1002	61.9236	24.1451
1003	71.7918	15.6359
1004	61.8025	24.322
1005	71.708	14.8649
1006	77.815	18.0116
1007	61.9414	25.2385
1008	60.8966	21.7419
1009	64.7837	20.108
1010	67.0716	20.6158
1011	69.5525	21.5496
1012	64.9741	22.8687
1013	65.4555	26.7581
1014	60.1873	24.8869
1015	74.3855	14.8081
1016	62.8693	20.4062
1017	67.5941	23.6464
1018	68.5795	14.0878
1019	63.6571	20.6903
1020	68.1402	24.8773
1021	67.847	22.8642
1022	80.115	17.341
1023	74.632	14.3261
1024	73.4056	14.8237
1025	63.1513	24.6916
1026	60.2254	22.7255
1027	69.382	21.6401
1028	65.3569	27.8782
1029	79.3252	17.5848
1030	80.252	14.2972
1031	80.5487	17.8085
1032	77.328	17.9393
1033	76.786	12.9192
1034	68.3905	20.4622
1035	65.5782	23.6822
1036	79.6103	16.7833
1037	67.3325	24.4151
1038	78.9394	17.3463
1039	75.1316	12.5952
1040	68.2014	20.693
1041	59.8973	21.6289
1042	68.9684	23.8241
1043	75.1907	16.8433
1044	69.495	18.8642
1045	74.525	16.1279
1046	74.6807	15.1943
1047	77.0844	15.4824
1048	80.0623	19.64
1049	61.9465	22.8429
1050	78.2161	18.9918
1051	62.0088	27.3286
1052	61.9523	24.9652
1053	74.2792	17.8293
1054	76.3504	15.6005
1055	63.104	25.8126
1056	58.95	17.6735
1057	78.8225	18.6401
1058	59.0124	23.6904
1059	60.449	25.7359
1060	63.2339	21.1833
1061	63.7723	23.5459
1062	73.5042	19.9085
1063	68.3172	20.3234
1064	60.4378	25.1456
1065	77.9864	15.8497
1066	73.3837	14.3095
1067	78.8322	18.3433
1068	67.7312	25.9411
1069	69.2894	16.1565
1070	75.501	13.9936
1071	63.6606	24.6585
1072	74.7678	15.6085
1073	80.2016	15.6042
1074	59.5698	23.1355
1075	76.3962	19.2426
1076	81.3611	19.0542
1077	69.357	20.3742
1078	78.5458	14.3198
1079	61.7551	20.9814
1080	64.0744	22.1652
1081	68.5024	19.2303
1082	68.0613	22.4281
1083	69.5288	18.8057
1084	64.8535	24.7214
1085	74.222	14.7077
1086	74.2173	14.9627
1087	60.2967	19.6298
1088	77.723	15.5586
1089	66.0662	23.1414
1090	66.0144	22.3373
1091	61.5758	21.033
1092	65.6049	23.6298
1093	75.4389	14.1091
1094	62.8461	22.2861
1095	77.7938	15.5278
1096	76.0421	15.5822
1097	73.5366	15.1947
1098	67.6024	23.3541
1099	70.3033	19.5665
1100	79.6861	77.3111
1101	71.835	83.4404
1102	51.1934	68.9561
1103	70.5507	86.0798
1104	56.0681	72.4979
1105	84.3132	63.3917
1106	76.7596	61.561
1107	69.2054	56.4678
1108	57.6753	76.8393
1109	66.8693	53.4255
1110	67.7754	86.5563
1111	54.0932	69.796
1112	83.5082	60.4352
1113	88.138	67.8722
1114	86.3267	65.1541
1115	66.7867	85.6116
1116	77.7542	58.5664
1117	87.2232	70.8631
1118	74.097	82.7925
1119	59.7189	60.0096
1120	57.2895	72.9313
1121	71.9442	56.4089
1122	75.9652	86.7081
1123	70.3986	83.0141
1124	83.7588	70.5517
1125	61.0138	82.9717
1126	79.8821	54.3358
1127	81.5746	70.1063
1128	60.7159	55.9042
1129	79.8321	77.5231
1130	55.0925	67.1743
1131	86.1092	76.3658
1132	84.7864	69.7175
1133	82.4466	63.2866
1134	79.5201	62.8322
1135	59.8296	80.4961
1136	85.5708	67.4892
1137	80.329	81.4977
1138	77.3664	54.3362
1139	55.1572	76.4249
1140	84.7484	66.6272
1141	63.4263	85.1886
1142	74.3965	56.7015
1143	65.0675	80.823
1144	67.7722	86.0468
1145	72.9187	54.6665
1146	56.4966	62.0475
1147	54.3693	73.3852
1148	61.7091	75.5201
1149	73.6413	83.3552
1150	64.6608	83.9157
1151	78.7782	83.3846
1152	63.5762	54.8813
1153	81.8675	73.0733
1154	77.4994	57.4858
1155	70.1765	85.7713
1156	62.599	79.4499
1157	69.0587	84.7159
1158	86.9682	69.0049
1159	55.294	74.5544
1160	69.8189	54.999
1161	75.723	53.7513
1162	81.9748	84.4368
1163	85.1912	68.3294
1164	80.8061	81.6115
1165	60.932	60.3073
1166	61.6097	59.2274
1167	75.4677	56.8575
1168	88.7885	72.5898
