Id	NEAR_X	NEAR_Y
206	90.3523	85.7855
207	15.3181	30.9324
208	11.0377	69.1458
209	68.3952	54.6746
210	32.3276	17.5930
211	82.9247	46.8239
212	3.9390	63.9492
213	94.1059	77.9653
214	96.3030	86.5371
215	82.8092	3.8792
216	54.8239	11.4400
217	35.0459	59.9036
218	27.0177	91.3403
219	63.3351	27.5300
220	48.5208	49.6108
221	79.1856	78.1207
222	79.2229	66.7837
223	9.4727	79.8532
224	16.1653	37.6373
225	75.8743	13.5590
226	1.9740	94.3505
227	69.2781	48.7454
228	71.6032	58.9361
229	52.8199	56.9739
230	1.4042	30.4570
231	41.6329	30.4267
232	19.2096	88.6380
233	29.2578	55.1863
234	56.3918	20.8920
235	66.6184	94.8003
236	29.3433	70.2599
237	67.7925	61.8185
238	58.0760	38.3332
239	52.3718	47.5644
240	22.5333	97.9111
241	67.0576	35.8017
242	88.3516	10.4327
243	83.5875	58.9740
244	0.1015	21.5805
245	50.1521	39.7197
246	60.4690	4.1847
247	12.5353	79.8938
248	99.7638	3.5597
249	93.8703	82.1053
250	88.7031	27.6003
251	30.2643	55.1170
252	80.6674	55.3697
253	49.3681	70.9063
254	81.7262	16.8511
255	54.4035	71.2396
256	92.3371	83.1269
257	98.6679	91.2430
258	76.4747	30.7039
259	11.5672	91.9986
260	30.3800	44.3928
261	66.2999	75.5820
262	82.0473	22.0934
263	75.5620	38.7648
264	59.2745	7.4701
265	88.2264	26.0783
266	87.5331	94.4555
267	24.9710	37.4382
268	62.6658	33.2545
269	62.3531	71.3006
270	66.4824	86.8818
271	2.0650	99.0483
272	41.3491	9.1786
273	41.4902	39.2989
274	66.4911	91.7546
275	37.4613	13.4488
276	43.8013	5.6481
277	24.9649	72.6829
278	76.2498	88.3537
279	38.7525	74.0738
280	16.7291	36.4194
281	69.1844	59.2375
282	18.3234	9.6188
283	30.8893	2.3578
284	4.1587	83.4400
285	54.7016	99.8077
286	19.9500	12.1298
287	87.4535	9.6731
288	73.1981	25.9121
289	33.4556	69.4408
290	85.8398	60.4331
291	79.1073	57.0213
292	95.6504	80.0693
293	26.5684	21.9284
294	62.4389	79.1938
295	88.3615	24.4563
296	21.5254	57.4889
297	20.6072	16.5023
298	80.0419	21.5089
299	48.0246	99.4408
300	72.3736	17.5040
301	86.2829	38.3176
302	93.9843	92.5781
303	51.6687	45.9521
304	52.8111	76.2508
305	91.0479	50.2439
306	28.1888	5.9977
307	37.2896	48.7719
308	2.4312	80.2175
309	52.7085	47.6258
310	26.3310	41.0527
311	31.8130	51.6482
312	68.1938	9.2260
313	47.2218	57.7624
314	93.5856	41.5135
315	85.0198	24.1473
316	82.9357	40.2900
317	44.4063	2.6982
318	49.6632	45.5542
319	41.7542	13.7418
320	41.9809	86.2579
321	98.3483	7.9725
322	24.2282	35.0962
323	1.8352	99.4376
324	81.3034	62.3213
325	23.5814	17.3757
326	10.4756	38.1702
327	83.3956	81.5188
328	58.3788	83.8129
329	16.7430	8.3954
330	3.2850	37.2859
331	86.7246	68.8314
332	22.5434	25.9593
333	39.1230	56.1197
334	72.8369	39.9888
335	67.0937	11.5848
336	12.0567	39.0311
337	0.7698	98.2138
338	69.7793	92.0236
339	71.9153	73.1797
340	4.8834	29.6806
341	14.2330	73.6096
342	5.2695	79.7502
343	76.1421	56.6827
344	5.4207	80.7238
345	99.9793	96.9731
346	61.9306	46.6008
347	78.3653	20.9202
348	60.8518	19.7852
349	54.5121	95.5028
350	95.6895	4.5838
351	54.8685	61.4776
352	10.1819	73.9817
353	49.7816	92.8568
354	60.9442	9.4103
355	31.5562	84.1600
356	20.1314	59.1165
357	79.2526	76.8294
358	52.6603	25.4616
359	58.2528	58.6261
360	62.8172	48.4479
361	5.5741	17.6691
362	80.4284	40.8417
363	68.3660	27.7601
364	18.4220	96.3912
365	75.6904	41.5320
366	98.2803	53.6600
367	88.2143	77.4802
368	71.5016	68.2878
369	1.8515	68.3274
370	55.0448	8.3365
371	9.2753	95.6934
372	57.4427	5.6962
373	43.0364	4.2350
374	60.2597	47.8567
375	2.0149	48.3654
376	41.5293	66.1801
377	95.2863	26.5025
378	3.5941	21.7766
379	34.0706	78.5225
380	47.8132	59.7261
381	63.9140	81.1927
382	77.2576	47.5201
383	0.7713	3.6072
384	67.2499	36.6675
385	75.6311	55.3565
386	3.6442	37.6932
387	53.1132	72.7262
388	52.3679	39.5640
389	42.1336	55.0666
390	13.1217	90.4823
391	20.1120	63.3765
392	78.2266	21.3601
393	94.3619	57.9262
394	14.6462	32.3142
395	16.0158	24.4893
396	35.6921	22.3195
397	27.3467	2.4201
398	31.8623	79.1000
399	82.8478	37.7818
400	61.3706	23.1594
401	61.3095	65.1539
402	43.2700	18.8165
403	64.8717	89.4849
404	89.1786	62.2898
405	90.0050	1.1291
406	69.8198	42.4748
407	64.9260	67.3473
408	40.2387	60.5002
409	91.1048	8.3511
410	16.8247	5.1624
411	44.8057	76.1733
412	25.2046	12.2155
413	42.1425	37.8260
414	54.4143	33.5403
415	87.1072	32.8351
416	96.9900	39.0665
417	98.2224	53.2095
418	83.7690	86.5692
419	31.1719	18.9250
420	7.3919	29.6002
421	55.1767	40.1937
422	81.2257	53.3563
423	87.5747	16.0643
424	1.8559	60.9971
425	88.8673	27.1588
426	55.0447	60.5845
427	36.7198	83.5647
428	2.3137	86.7121
429	35.3177	47.5984
430	74.8002	40.6413
431	99.3387	92.1073
432	64.2064	30.0651
433	8.7632	66.3076
434	49.6806	82.1250
435	53.8657	79.4798
436	12.1439	34.1394
437	71.0208	32.2325
438	64.4289	41.0245
439	16.5672	31.8227
440	0.4804	36.4089
441	94.0864	68.5818
442	74.7757	23.0198
443	10.6078	2.4776
444	72.8532	16.2295
445	98.0750	41.2177
446	35.4215	75.0918
447	71.1634	34.1259
448	13.5874	8.8912
449	17.4085	4.4556
450	72.9469	56.6657
451	61.6238	12.3968
452	75.8455	18.9422
453	35.1438	46.3469
454	82.5832	95.4256
455	79.9973	54.0983
456	28.4551	39.9602
457	57.9916	72.5041
458	13.8203	32.5775
459	27.4204	5.8181
460	89.0803	86.5026
461	44.0311	62.7735
462	55.7010	70.9573
463	46.9245	74.2036
464	85.5428	3.3347
465	79.6593	83.5383
466	34.4422	66.1437
467	14.6767	41.1941
468	86.5111	14.5508
469	79.3348	7.3449
470	14.2147	29.3821
471	21.9073	67.8734
472	1.2204	78.8831
473	53.0581	51.9908
474	34.9782	34.7163
475	46.5909	75.4480
476	7.0276	46.8313
477	98.4316	8.6607
478	75.8460	25.7601
479	33.5873	40.2434
480	16.8766	71.4118
481	89.4710	39.6111
482	71.9079	22.6253
483	69.9929	96.5934
484	16.7528	40.9672
485	1.1475	82.0472
486	9.7837	23.7282
487	13.9040	6.5416
488	99.6530	77.9492
489	66.3994	7.6244
490	33.1700	95.1821
491	10.2910	66.9939
492	78.5121	91.3974
493	40.8993	9.5737
494	4.6991	58.4817
495	68.8140	65.9745
496	42.0946	6.8268
497	93.7042	78.3834
498	81.0097	59.4130
499	90.7881	48.9486
500	4.0526	18.5083
501	10.5293	65.8764
502	12.6108	59.9325
503	16.1313	99.6040
504	18.2602	33.5238
505	20.5011	89.1472
506	66.4770	50.0226
507	31.3365	88.3772
508	7.5774	13.3950
509	29.7604	13.0088
510	33.7330	43.1065
511	31.2993	56.7598
512	49.0163	49.8992
513	32.5906	10.5318
514	24.3843	63.0578
515	6.3382	40.1363
516	79.2357	51.9936
517	54.1722	12.1826
518	29.6690	25.2224
519	13.5949	39.1420
520	62.4689	46.0985
521	92.7942	21.4361
522	88.1875	26.0300
523	32.5947	69.7019
524	11.1956	16.2510
525	81.3224	50.3784
526	72.2776	59.2214
527	16.1651	62.6715
528	70.5977	26.9720
529	56.6642	7.2238
530	84.0143	25.8571
531	63.2997	26.2907
532	80.2357	6.3413
533	18.1186	94.7287
534	33.9910	20.3899
535	59.4231	51.2601
536	94.8226	5.8670
537	55.7759	26.8282
538	26.9631	51.4577
539	43.1327	53.4957
540	85.0996	39.6842
541	62.1455	25.8337
542	71.0561	89.9018
543	75.3024	30.6213
544	67.0722	88.8581
545	82.9919	33.7254
546	3.6194	86.6260
547	3.1462	18.1223
548	21.2538	56.4681
549	13.6867	72.5436
550	64.7303	17.1982
551	25.6303	30.8075
552	58.7931	40.2947
553	43.2282	69.3011
554	73.2896	73.9977
555	35.7264	62.6242
556	75.6523	27.7643
557	56.2350	72.9587
558	44.8089	56.0291
559	85.6009	47.3027
560	7.8581	60.9945
561	60.2606	53.7806
562	4.0951	13.6960
563	84.6921	26.6114
564	36.3431	34.7924
565	31.3235	48.4313
566	98.8605	71.0672
567	55.4220	50.1932
568	9.1800	86.3240
569	96.8722	87.4426
570	69.6014	60.9409
571	6.5776	33.0311
572	4.4579	57.0509
573	64.4925	33.2183
574	19.8105	69.6676
575	35.7179	8.2207
576	9.9549	25.5924
577	59.2394	92.6387
578	20.9060	47.1444
579	87.4718	96.2438
580	50.2621	65.5084
581	94.2745	88.9051
582	38.5140	57.4830
583	86.5389	27.2802
584	87.4776	81.3886
585	6.8086	1.3338
586	74.2879	98.1446
587	58.4043	65.1998
588	11.0788	10.8986
589	23.5465	54.0656
590	89.2437	40.0214
591	41.5592	19.1271
592	80.1486	87.9444
593	17.4187	32.5082
594	87.2730	79.4224
595	83.5979	92.9558
596	54.7471	92.2203
597	73.3526	7.6309
598	90.3747	48.1952
599	81.1972	78.4084
600	92.0203	48.2955
601	69.0060	14.1695
602	30.4473	97.8285
603	95.0428	22.7215
604	84.4193	20.9648
605	12.2961	68.1471
606	96.3431	61.6784
607	5.8446	17.5178
608	35.3620	16.1703
609	70.4822	17.1097
610	99.9464	87.1047
611	2.2684	91.9239
612	93.9933	63.5077
613	96.6502	87.5861
614	91.3945	61.0727
615	0.8899	15.9478
616	82.1546	66.8720
617	9.6094	42.3158
618	88.0275	67.2451
619	22.5546	49.0952
620	81.1364	41.1796
621	13.3810	86.3678
622	79.7598	40.8737
623	78.3590	32.5855
624	0.7486	48.3895
625	8.0608	79.0668
626	9.1136	74.8887
627	75.7282	52.7748
628	7.4050	29.8276
629	99.6623	79.9453
630	85.7709	29.0408
631	4.8753	90.3644
632	45.3973	44.2767
633	99.2258	22.2936
634	5.1684	98.9817
635	99.5131	32.1886
636	17.1205	91.4973
637	37.2249	17.8782
638	0.8756	64.7209
639	45.3458	33.9198
640	79.1095	43.2046
641	0.3845	18.6141
642	77.8985	96.7317
643	50.7359	95.5746
644	56.8724	38.1147
645	50.4528	7.6190
646	68.7609	50.3549
647	86.7631	49.4405
648	59.7119	42.9935
649	75.7546	37.9047
650	70.5653	1.4850
651	73.4018	61.7594
652	92.5904	16.1892
653	32.6492	76.5181
654	56.1116	93.9654
655	21.8349	49.4091
656	19.5495	71.4713
657	61.9576	59.8405
658	3.3611	28.7310
659	93.4950	13.7031
660	43.9507	32.5500
661	87.4500	58.3291
662	49.9329	9.8905
663	56.7125	27.1865
664	41.5350	35.4361
665	11.5754	36.8016
666	65.7031	26.1093
667	25.9397	92.6350
668	99.7726	81.4474
669	87.2312	1.8113
670	66.6664	1.2797
671	5.9793	50.9960
672	19.8317	57.8557
673	72.1246	65.2823
674	72.8436	86.3140
675	6.3820	0.0746
676	31.0245	65.0849
677	37.2667	50.6093
678	82.1962	94.6351
679	45.7629	99.7710
680	5.6883	77.0918
681	63.2998	75.8450
682	45.9072	61.6757
683	44.9486	39.2276
684	43.8371	39.8108
685	23.5126	31.6809
686	62.4658	17.2019
687	72.8153	97.8928
688	62.3530	42.6912
689	61.9492	38.1078
690	74.6288	9.1941
691	97.8702	74.0802
692	83.3189	21.2003
693	29.0938	0.5875
694	75.6044	22.1361
695	44.9590	13.8361
696	19.2424	50.4217
697	98.4589	69.9907
698	88.5429	30.7935
699	6.7678	77.1956
700	17.3757	23.7030
701	58.7450	32.3674
702	77.3970	53.2085
703	54.7744	76.1499
704	75.9509	70.4691
705	97.1262	90.9047
706	27.4500	83.1039
707	8.1262	31.6378
708	3.1008	74.0514
709	90.6736	90.5690
710	39.6018	90.5045
711	67.4408	54.1546
712	99.9335	16.9379
713	66.2668	84.2666
714	79.9136	54.7566
715	80.4861	18.6526
716	11.7475	52.7243
717	79.1207	7.6000
718	31.9236	89.4851
719	8.1937	54.2191
720	87.7240	28.9079
721	1.3234	81.3108
722	15.1810	81.2154
723	26.8057	79.5203
724	81.4648	91.2174
725	12.6894	60.1754
726	73.5358	61.2223
727	96.7599	80.2952
728	99.8589	98.8946
729	62.9428	25.7714
730	47.9876	27.2584
731	48.7316	10.2231
732	18.8305	0.4535
733	36.3529	74.7404
734	13.2680	67.0975
735	43.1824	55.5686
736	82.0748	79.3642
737	44.9403	72.3479
738	24.3689	63.6462
739	12.2111	41.4154
740	57.4733	12.8248
741	97.4893	60.4408
742	60.3669	62.7134
743	2.7547	15.2342
744	96.6416	56.5543
745	12.5992	2.1555
746	42.0577	7.3687
747	10.7887	87.9963
748	29.5458	88.6955
749	38.0013	24.1337
750	40.2752	89.1240
751	32.2241	12.3154
752	39.0731	21.3021
753	88.3356	94.5436
754	95.6989	72.2864
755	95.1065	75.4171
756	31.5738	99.9181
757	62.4567	75.0428
758	30.0015	77.4866
759	42.7235	86.9164
760	85.5803	88.6027
761	87.1537	11.4792
762	69.3952	61.9945
763	62.9448	37.1552
764	43.7798	48.5513
765	67.4549	35.9540
766	2.7642	31.5906
767	21.9050	93.8336
768	11.3821	53.1982
769	0.0860	44.5562
770	83.2407	91.3407
771	22.6059	58.3819
772	65.6792	95.8338
773	56.3561	55.3615
774	27.2596	35.3536
775	18.3916	49.7959
776	25.8966	78.8436
777	33.8246	84.1337
778	32.7454	54.3862
779	95.7982	11.0827
780	53.5994	68.9504
781	56.7653	18.9048
782	6.7478	15.4482
783	70.5354	49.7314
784	48.5715	82.2742
785	0.7461	80.6150
786	20.7490	44.3017
787	26.2569	7.7177
788	95.8317	84.3296
789	62.8715	70.5551
790	27.5237	66.3736
791	56.9198	19.8985
792	94.4329	96.0743
793	26.2886	70.9038
794	42.6734	49.3872
795	87.2796	34.3126
796	84.5112	34.1270
797	47.4079	93.4771
798	26.8847	47.1350
799	95.7955	1.0809
800	17.1883	71.0957
801	33.4686	54.8613
802	15.4023	66.0561
803	84.4817	84.3785
804	78.8109	36.5069
805	47.8716	61.5564
806	75.5932	48.3124
807	35.0293	72.7591
808	60.3663	4.8297
809	95.0230	29.2442
810	48.7912	44.2404
811	95.8365	10.1902
812	93.4117	44.9952
813	98.1259	89.1568
814	17.7815	74.8245
815	56.7957	47.8759
816	65.7661	19.6166
817	92.4108	80.5182
818	71.6918	36.6938
819	67.7314	98.7113
820	89.8942	97.0036
821	47.9908	53.2720
822	93.9870	95.5579
823	38.6013	41.6560
824	57.1784	29.4978
825	7.6008	89.9328
826	0.7115	52.1775
827	83.4558	60.1833
828	82.0708	42.7409
829	92.3519	1.3362
830	58.8780	76.6810
831	0.5539	15.4645
832	9.7493	57.2945
833	91.7469	72.7833
834	0.8167	47.8940
835	35.1660	12.0828
836	90.2513	66.3600
837	75.8359	67.7431
838	52.4817	48.3359
839	71.9023	30.6023
840	6.8931	95.3870
841	68.7126	88.3590
842	72.2349	20.3968
843	59.7352	16.2540
844	69.0114	78.8346
845	44.1004	6.1744
846	57.3093	15.1510
847	79.7148	36.3559
848	95.8772	14.2869
849	68.0282	87.1665
850	33.7798	87.1333
851	12.0571	83.0413
852	45.1642	63.5513
853	30.8184	65.3170
854	83.6525	88.0868
855	99.9954	69.6371
856	55.7641	86.0699
857	8.8771	37.6112
858	83.3137	7.9738
859	2.1370	61.5989
860	67.6879	77.4352
861	52.7107	22.3127
862	33.3307	64.1314
863	29.5520	17.7923
864	90.8934	69.3966
865	88.3425	8.0326
866	84.0804	90.7490
867	10.8477	85.1236
868	29.7974	17.3893
869	94.1030	43.0519
870	85.8460	51.3559
871	14.5232	98.2945
872	91.2757	9.4574
873	72.0244	70.1246
874	47.1103	77.9826
875	56.4703	67.7157
876	27.0592	91.1466
877	80.7725	47.1119
878	98.9103	43.6157
879	65.0254	20.8912
880	58.7217	44.4709
881	86.2907	53.0962
882	25.8033	9.3825
883	1.5502	35.4195
884	88.2388	74.8677
885	93.1290	33.8478
886	35.5896	32.6820
887	87.9551	81.6512
888	86.0545	10.1394
889	2.1252	96.8831
890	98.6005	6.3727
891	2.1814	3.0223
892	63.9433	87.6007
893	41.3686	55.4207
894	18.2518	41.6256
895	83.5192	82.8616
896	92.5750	39.4321
897	48.3027	65.9857
898	95.3670	64.8001
899	42.5888	15.2335
900	77.7397	38.8877
901	68.4462	83.5001
902	39.3371	15.7555
903	52.1630	7.9517
904	92.0736	56.0329
905	61.3968	25.3882
906	83.5830	19.6778
907	2.2261	44.5854
908	74.9378	5.0284
909	33.4405	96.4201
910	17.3183	80.4456
911	51.8485	99.0499
912	14.4163	94.1077
913	12.3743	95.0052
914	45.2538	71.3234
915	40.3685	62.2546
916	24.4689	82.1047
917	1.6733	88.8822
918	30.7103	45.4346
919	69.3673	70.8145
920	80.9436	56.3197
921	47.7416	55.2113
922	75.3932	87.3812
923	66.0379	30.1065
924	45.9294	22.2560
925	50.4872	90.4382
926	71.4653	42.2751
927	87.1844	99.5156
928	87.6044	27.4524
929	76.1955	68.7845
930	65.9148	51.6942
931	57.0315	67.2803
932	61.2137	51.9697
933	70.9499	98.9138
934	34.7891	19.1054
935	82.3518	42.4020
936	38.2588	61.1061
937	5.1356	22.9472
938	3.7384	56.6731
939	6.2921	71.5633
940	80.9746	73.3069
941	3.1716	98.2083
942	11.0470	67.5860
943	77.2274	33.6464
944	77.6302	23.2094
945	98.0822	72.6393
946	80.8807	36.8695
947	91.6884	71.1576
948	50.9587	65.4158
949	55.4460	9.4212
950	74.4045	80.4919
951	98.4864	48.3624
952	57.4203	42.6642
953	70.2990	16.6963
954	97.1516	74.5199
955	37.0949	43.2787
956	52.4431	91.4150
957	61.7662	97.6693
958	26.1873	43.8580
959	18.8537	14.1883
960	44.6238	74.7487
961	16.6694	38.5769
962	78.0547	70.8248
963	54.8856	74.6979
964	57.3418	54.9312
965	52.9595	69.8977
966	55.9448	44.4952
967	6.4982	93.3711
968	40.4724	26.3705
969	82.7782	64.2883
970	44.0158	44.6362
971	41.8995	2.4901
972	82.9631	83.8276
973	71.3917	79.9316
974	30.6750	62.8319
975	1.7138	61.8904
976	81.3114	5.5254
977	96.5145	23.4795
978	75.7994	48.7646
979	1.1389	52.3114
980	76.6324	56.5204
981	49.0357	2.9844
982	6.5741	97.5520
983	7.1029	80.3031
984	2.4363	32.2645
985	7.9288	89.8099
986	13.2354	88.3655
987	69.4401	57.3870
988	58.2485	50.6306
989	91.7273	78.0820
990	44.9103	6.7091
991	49.9550	43.9653
992	84.8366	28.4452
993	8.0532	8.0740
994	70.0529	37.8493
995	45.0007	78.8231
996	99.6945	23.4310
997	28.2387	31.2281
998	25.1704	92.6659
999	57.0306	65.0570
